"Id","Nombre científico","Reino","Phylum","Clase","Orden","Familia","Genero","Especie","Infraespecífico","Autor"
"542","Sisymbrium austriacum ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","austriacum","---",""
"541","Sisymbrium austriacum subsp.  chrysanthum","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","austriacum","subsp.  chrysanthum",""
"2338","Sisymbrium irio ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","irio","---",""
"2668","Sisymbrium macroloma ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","macroloma","---",""
"3274","Sisymbrium officinale ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","officinale","---",""
"3334","Sisymbrium orientale ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","orientale","---",""
"4157","Sisymbrium runcinatum ---","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Sisymbrium","runcinatum","---",""
"3009","Sitaris muralis ---","Animalia","Arthropoda","Insecta","Coleoptera","Meloidae","Sitaris","muralis","---",""
"1585","Sitta europaea ---","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","europaea","---",""
"503","Sixalix atropurpurea ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Sixalix","atropurpurea","---",""
"1105","Smaradigna concolor ---","Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Smaradigna","concolor","---",""
"3241","Smerinthus ocellata ---","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus","ocellata","---",""
"465","Smilax aspera ---","Plantae","Tracheophyta","Liliopsida","Liliales","Smilacaceae","Smilax","aspera","---",""
"3514","Smyrnium perfoliatum ---","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Smyrnium","perfoliatum","---",""
"1453","Solanum dulcamara ---","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","dulcamara","---",""
"3150","Solanum nigrum ---","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","nigrum","---",""
"2489","Solenoxyphus lepidus ---","Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Solenoxyphus","lepidus","---",""
"5127","Solidago virgaurea ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Solidago","virgaurea","---",""
"5126","Solidago virgaurea subsp.  fallit-tirones","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Solidago","virgaurea","subsp.  fallit-tirones",""
"458","Sonchus asper subsp.  asper","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","asper","subsp.  asper",""
"2739","Sonchus maritimus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","maritimus","---",""
"2737","Sonchus maritimus subsp.  maritimus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","maritimus","subsp.  maritimus",""
"3300","Sonchus oleraceus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","oleraceus","---",""
"4742","Sonchus tenerrimus ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","tenerrimus","---",""
"396","Sorbus aria subsp.  aria","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","aria","subsp.  aria",""
"514","Sorbus aucuparia subsp.  aucuparia","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","aucuparia","subsp.  aucuparia",""
"1422","Sorbus domestica ---","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","domestica","---",""
"2316","Sorbus intermedia ---","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","intermedia","---",""
"2989","Sorbus mougeotii ---","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","mougeotii","---",""
"4828","Sorbus torminalis ---","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","torminalis","---",""
"1165","Sorex coronatus ---","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex","coronatus","---",""
"1999","Sorex granarius ---","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex","granarius","---",""
"2894","Sorex minutus ---","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Sorex","minutus","---",""
"2042","Sorghum halepense ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sorghum","halepense","---",""
"2012","Soronia grisea ---","Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Soronia","grisea","---",""
"4826","Southbya tophacea ---","Plantae","Bryophyta","Jungermanniopsida","Jungermanniales","Arnelliaceae","Southbya","tophacea","---",""
"306","Sparganium angustifolium ---","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","Sparganium","angustifolium","---",""
"1537","Sparganium erectum ---","Plantae","Tracheophyta","Liliopsida","Poales","Typhaceae","Sparganium","erectum","---",""
"2370","Spartium junceum ---","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Spartium","junceum","---",""
"1033","Speonemadus clathratus ---","Animalia","Arthropoda","Insecta","Coleoptera","Leiodidae","Speonemadus","clathratus","---",""
"2979","Spergula morisonii ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergula","morisonii","---",""
"3499","Spergula pentandra ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergula","pentandra","---",""
"1362","Spergularia diandra ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia","diandra","---",""
"2730","Spergularia marina ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia","marina","---",""
"2774","Spergularia media ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia","media","---",""
"4101","Spergularia rubra ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia","rubra","---",""
"4268","Sphaeridium scarabaeoides ---","Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Sphaeridium","scarabaeoides","---",""
"861","Sphagnum capillifolium ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","capillifolium","---",""
"1091","Sphagnum compactum ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","compactum","---",""
"1344","Sphagnum denticulatum ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","denticulatum","---",""
"1639","Sphagnum fallax ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","fallax","---",""
"1747","Sphagnum flexuosum ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","flexuosum","---",""
"1924","Sphagnum girgensohnii ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","girgensohnii","---",""
"3402","Sphagnum palustre ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","palustre","---",""
"3429","Sphagnum papillosum ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","papillosum","---",""
"4177","Sphagnum russowii ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","russowii","---",""
"4630","Sphagnum subnitens ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","subnitens","---",""
"4634","Sphagnum subsecundum ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","subsecundum","---",""
"4756","Sphagnum teres ---","Plantae","Bryophyta","Sphagnopsida","Sphagnales","Sphagnaceae","Sphagnum","teres","---",""
"1894","Sphenoptera gemmata ---","Animalia","Arthropoda","Insecta","Coleoptera","Buprestidae","Sphenoptera","gemmata","---",""
"1415","Sphenopus divaricatus ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sphenopus","divaricatus","---",""
"1449","Sphindus dubius ---","Animalia","Arthropoda","Insecta","Coleoptera","Sphindidae","Sphindus","dubius","---",""
"2565","Sphinginus lobatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Melyridae","Sphinginus","lobatus","---",""
"558","Sphingonotus azurescens ---","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Sphingonotus","azurescens","---",""
"757","Sphingonotus caerulans ---","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Sphingonotus","caerulans","---",""
"2513","Sphinx ligustri ---","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphinx","ligustri","---",""
"2768","Sphinx maurorum ---","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphinx","maurorum","---",""
"4375","Spialia sertorius ---","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Spialia","sertorius","---",""
"2216","Spiraea hypericifolia subsp.  obovata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","hypericifolia","subsp.  obovata",""
"85","Spiranthes aestivalis ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Spiranthes","aestivalis","---",""
"4482","Spiranthes spiralis ---","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Spiranthes","spiralis","---",""
"749","Spondylis buprestoides ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Spondylis","buprestoides","---",""
"2291","Sporobolus indicus ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sporobolus","indicus","---",""
"4185","Spudaea ruticilla ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spudaea","ruticilla","---",""
"939","Squalius cephalus ---","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Squalius","cephalus","---",""
"211","Stachys alpina ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","alpina","---",""
"1912","Stachys germanica ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","germanica","---",""
"2073","Stachys heraclea ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","heraclea","---",""
"3279","Stachys officinalis subsp.  officinalis","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","officinalis","subsp.  officinalis",""
"3967","Stachys recta subsp.  recta","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","recta","subsp.  recta",""
"4685","Stachys sylvatica ---","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","sylvatica","---",""
"4513","Stactobia spp. ---","Animalia","Arthropoda","Insecta","Trichoptera","Hydroptilidae","Stactobia","spp.","---",""
"1440","Staehelina dubia ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Staehelina","dubia","---",""
"1509","Stagetus elongatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Stagetus","elongatus","---",""
"770","Staphylinus caesareus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Staphylinus","caesareus","---",""
"1626","Stauropus fagi ---","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Stauropus","fagi","---",""
"227","Stellaria alsine ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","alsine","---",""
"1994","Stellaria graminea ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","graminea","---",""
"2166","Stellaria holostea ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","holostea","---",""
"2775","Stellaria media ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","media","---",""
"3070","Stellaria neglecta ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","neglecta","---",""
"3084","Stellaria nemorum subsp.  montana","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","nemorum","subsp.  montana",""
"3377","Stellaria pallida ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Stellaria","pallida","---",""
"2469","Stenagostus laufferi ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Stenagostus","laufferi","---",""
"4013","Stenagostus rhombeus ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Stenagostus","rhombeus","---",""
"4146","Stenagostus rufus ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Stenagostus","rufus","---",""
"4501","Stenelmis spp. ---","Animalia","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis","spp.","---",""
"3189","Stenistoderus nothus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Stenistoderus","nothus","---",""
"1708","Stenobothrus fischeri ---","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Stenobothrus","fischeri","---",""
"1998","Stenobothrus grammicus ---","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Stenobothrus","grammicus","---",""
"2534","Stenobothrus lineatus ---","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Stenobothrus","lineatus","---",""
"4573","Stenobothrus stigmaticus ---","Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Stenobothrus","stigmaticus","---",""
"2817","Stenocorus meridianus ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenocorus","meridianus","---",""
"480","Stenopterus ater ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenopterus","ater","---",""
"2766","Stenopterus mauritanicus ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenopterus","mauritanicus","---",""
"4145","Stenopterus rufus ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenopterus","rufus","---",""
"268","Stenoria analis ---","Animalia","Arthropoda","Insecta","Coleoptera","Meloidae","Stenoria","analis","---",""
"4629","Stenoscelis submuricata ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Stenoscelis","submuricata","---",""
"346","Stenurella approximans ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenurella","approximans","---",""
"631","Stenurella bifasciata ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenurella","bifasciata","---",""
"2206","Stenurella hybridula ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenurella","hybridula","---",""
"2799","Stenurella melanura ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenurella","melanura","---",""
"3121","Stenurella nigra ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stenurella","nigra","---",""
"642","Stenus biguttatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Stenus","biguttatus","---",""
"1684","Stenus festivus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Stenus","festivus","---",""
"2189","Stenus humilis ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Stenus","humilis","---",""
"3431","Stenus par ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Stenus","par","---",""
"2574","Stercorarius longicaudus ---","Animalia","Chordata","Aves","Charadriiformes","Stercorariidae","Stercorarius","longicaudus","---",""
"4908","Stereocorynes truncorum ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Stereocorynes","truncorum","---",""
"152","Sterna albifrons ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","albifrons","---",""
"2131","Sterna hirundo ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","hirundo","---",""
"3432","Sterna paradisaea ---","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","paradisaea","---",""
"4550","Steropleurus stalii ---","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Steropleurus","stalii","---",""
"1149","Stictoleptura cordigera ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","cordigera","---",""
"1780","Stictoleptura fontenayi ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","fontenayi","---",""
"1843","Stictoleptura fulva ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","fulva","---",""
"2202","Stictoleptura hybrida ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","hybrida","---",""
"4104","Stictoleptura rubra ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","rubra","---",""
"4312","Stictoleptura scutellata ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","scutellata","---",""
"4580","Stictoleptura stragulata ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","stragulata","---",""
"4884","Stictoleptura trisignata ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Stictoleptura","trisignata","---",""
"2487","Stictonectes lepidus ---","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Stictonectes","lepidus","---",""
"320","Stilbia anomala ---","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Stilbia","anomala","---",""
"588","Stipa barbata ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","barbata","---",""
"2237","Stipa iberica ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","iberica","---",""
"2419","Stipa lagascae ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","lagascae","---",""
"3294","Stipa offneri ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","offneri","---",""
"3456","Stipa parviflora ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","parviflora","---",""
"3786","Stomis pumicatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Stomis","pumicatus","---",""
"4584","Straminergon stramineum ---","Plantae","Bryophyta","Bryopsida","Hypnales","Amblystegiaceae","Straminergon","stramineum","---",""
"510","Strangalia attenuata ---","Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Strangalia","attenuata","---",""
"1307","Streptopelia decaocto ---","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","decaocto","---",""
"4041","Streptopelia risoria ---","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","risoria","---",""
"4922","Streptopelia turtur ---","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","turtur","---",""
"262","Streptopus amplexifolius ---","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Streptopus","amplexifolius","---",""
"233","Strix aluco ---","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","aluco","---",""
"991","Strophosoma cidacosense ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Strophosoma","cidacosense","---",""
"2795","Strophosoma melanogrammum ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Strophosoma","melanogrammum","---",""
"4964","Sturnus unicolor ---","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","unicolor","---",""
"5200","Sturnus vulgaris ---","Animalia","Chordata","Aves","Passeriformes","Sturnidae","Sturnus","vulgaris","---",""
"4458","Suaeda spicata ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Suaeda","spicata","---",""
"5040","Suaeda vera ---","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Suaeda","vera","---",""
"3698","Succisa pratensis ---","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Dipsacaceae","Succisa","pratensis","---",""
"1573","Suncus etruscus ---","Animalia","Chordata","Mammalia","Soricomorpha","Soricidae","Suncus","etruscus","---",""
"620","Sunius bicolor ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Sunius","bicolor","---",""
"4306","Sus scrofa ---","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Sus","scrofa","---",""
"496","Sylvia atricapilla ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","atricapilla","---",""
"680","Sylvia borin ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","borin","---",""
"848","Sylvia cantillans ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","cantillans","---",""
"1084","Sylvia communis ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","communis","---",""
"1129","Sylvia conspicillata ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","conspicillata","---",""
"2176","Sylvia hortensis ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","hortensis","---",""
"2792","Sylvia melanocephala ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","melanocephala","---",""
"4948","Sylvia undata ---","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","undata","---","(Boddaert, 1783)"
"1918","Symbiotes gibberosus ---","Animalia","Arthropoda","Insecta","Coleoptera","Endomychidae","Symbiotes","gibberosus","---",""
"1856","Sympecma fusca ---","Animalia","Arthropoda","Insecta","Odonata","Lestidae","Sympecma","fusca","---",""
"1724","Sympetrum flaveolum ---","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","flaveolum","---",""
"1772","Sympetrum fonscolombii ---","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","fonscolombii","---",""
"2819","Sympetrum meridionale ---","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","meridionale","---",""
"4215","Sympetrum sanguineum ---","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","sanguineum","---",""
"4614","Sympetrum striolatum ---","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Sympetrum","striolatum","---",""
"4915","Symphytum tuberosum ---","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Symphytum","tuberosum","---",""
"3793","Synaphe punctalis ---","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Synaphe","punctalis","---",""
"1695","Synaptus filiformis ---","Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Synaptus","filiformis","---",""
"2779","Synchita mediolanensis ---","Animalia","Arthropoda","Insecta","Coleoptera","Zopheridae","Synchita","mediolanensis","---",""
"5015","Synchita variegata ---","Animalia","Arthropoda","Insecta","Coleoptera","Zopheridae","Synchita","variegata","---",""
"1954","Synema globosum ---","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Synema","globosum","---",""
"1792","Syntomus foveatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Syntomus","foveatus","---",""
"791","Syntrichia calcicola ---","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","calcicola","---",""
"2414","Syntrichia laevipila ---","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","laevipila","---",""
"2457","Syntrichia latifolia ---","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","latifolia","---",""
"2947","Syntrichia montana var. montana","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","montana","var. montana",""
"3427","Syntrichia papillosa ---","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","papillosa","---",""
"4172","Syntrichia ruralis var. ruralis","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","ruralis","var. ruralis",""
"5122","Syntrichia virescens ---","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Syntrichia","virescens","---",""
"5166","Synuchus vivalis ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Synuchus","vivalis","---",""
"1513","Tachinus elongatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Tachinus","elongatus","---",""
"3731","Tachinus proximus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Tachinus","proximus","---",""
"4118","Tachybaptus ruficollis ---","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Tachybaptus","ruficollis","---",""
"2218","Tachyporus hypnorum ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Tachyporus","hypnorum","---",""
"3160","Tachyporus nitidulus ---","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Tachyporus","nitidulus","---",""
"3040","Tachyta nana ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Tachyta","nana","---",""
"3460","Tachyura parvula ---","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Tachyura","parvula","---",""
"4743","Tadarida teniotis ---","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Tadarida","teniotis","---","(Rafinesque, 1814)"
"1669","Tadorna ferruginea ---","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","ferruginea","---",""
"4705","Tadorna tadorna ---","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","tadorna","---",""
"876","Taeniatherum caput-medusae ---","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Taeniatherum","caput-medusae","---",""
"4389","Taeniopteryx shoenemundi ---","Animalia","Arthropoda","Insecta","Plecoptera","Taeniopterygidae","Taeniopteryx","shoenemundi","---",""
"1586","Talpa europaea ---","Animalia","Chordata","Mammalia","Soricomorpha","Talpidae","Talpa","europaea","---",""
"111","Tamarix africana ---","Plantae","Tracheophyta","Magnoliopsida","Tamaricales","Tamaricaceae","Tamarix","africana","---",""
"823","Tamarix canariensis ---","Plantae","Tracheophyta","Magnoliopsida","Tamaricales","Tamaricaceae","Tamarix","canariensis","---",""
"1883","Tamarix gallica ---","Plantae","Tracheophyta","Magnoliopsida","Tamaricales","Tamaricaceae","Tamarix","gallica","---",""
"1082","Tamus communis ---","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Dioscoreaceae","Tamus","communis","---",""
"1178","Tanacetum corymbosum subsp.  corymbosum","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tanacetum","corymbosum","subsp.  corymbosum",""
"3444","Tanacetum parthenium ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tanacetum","parthenium","---",""
"5092","Taphrorychus villifrons ---","Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Taphrorychus","villifrons","---",""
"1976","Taraxacum gr. erythrospermum ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum","gr. erythrospermum","---",""
"1979","Taraxacum gr. officinale ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum","gr. officinale","---",""
"3217","Taraxacum obovatum ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum","obovatum","---",""
"4434","Taraxacum sp. ---","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Taraxacum","sp.","---",""
"2765","Tarentola mauritanica ---","Animalia","Chordata","Reptilia","Squamata","Phyllodactylidae","Tarentola","mauritanica","---",""
"2227","Targionia hypophylla ---","Plantae","Bryophyta","Marchantiopsida","Marchantiales","Targioniaceae","Targionia","hypophylla","---",""
"4974","Tarsostenus univittatus ---","Animalia","Arthropoda","Insecta","Coleoptera","Cleridae","Tarsostenus","univittatus","---",""
"560","Taxus baccata ---","Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Taxus","baccata","---",""
