"Código","Nombre oficial","Definición oficial","m2 ocupados en la región mediterránea de España"
"9380","Bosques de Ilex aquifolium","Comunidades dominadas por Ilex aquifolium arbóreo, originario de varios tipos de bosques con un estrato rico en Ilex y en ocasiones con Taxus (42.A7), del piso supramediterráneo en varios sustratos. Estos bosques corresponden al estado senescente de un bosque con un estrato arbustivo con Taxus e Ilex (perteneciendo junto a otros al Ilici-Quercetum ilicis), originado tras el decaimiento del estrato arbóreo. Generalmente forman rodales dentro o fuera de otros bosques.","12.070.700"
"94","Bosques de coníferas de las montañas templadas","",""
"9430","Bosques montanos y subalpinos de Pinus uncinata (*en sustratos yesosos o calcáreos)","Bosques de montaña dominados por pino negro (Pinus uncinata Ram.), mostrando un sotobosque abierto con diversos arbustos y presente en los pisos montano y subalpino de las áreas montañosas. Aparece sobre sustratos variados como margas, yesos o rocas silíceas en situaciones frías o más termófilas en función de la localización. A menudo se encuentra el pino negro formando masas mixtas con el pino silvestre o albar (Pinus sylvestris) y el abeto (Abies alba), más raramente con masas de Larix-Pinus cembra sólo en los Alpes occidentales. Existen dos tipos principales1 : 42.41 ¿ Bosques de pino negro de los Alpes occcidentales exteriores, de las montañas del Jura y de las umbrías pirenaicas, desarrollados sobre sustratos silíceos o suelos descalcificados del piso subalpino con un sotobosque dominado por arbustos ericáceos como el rododendro (Rhododendron ferrugineum) y el arándano (Vaccinium myrtillus) (Rhododendro-Vaccinion p.), 42.42 ¿ Bosques de pino negro xerófitos de los Alpes interiores y exteriores occidentales, y de las montañas del Jura y las solanas de los Pirineos, acompañados por un sotobosque arbustivo en el que el rododendro (Rhododendron ferrugineum) falta o es raro (Junipero-Pinion p., Erico-Pinion p.).","15.970.700"
"95","Bosques de coníferas de las montañas mediterráneas y macaronésicas","",""
"9520","Abetales de Abies pinsapo","Bosques y rodales dispersos del abeto endémico Abies pinsapo, del piso meso-supramediterráneo, húmedo-hiperhúmedo, en el extremo occidental de la Cordillera Bética. Pinsapares sobre substratos calcáreos (calizas y dolomías), pinsapares sobre substratos ultrabásicos (peridotitas y serpertinas).","0"
"9530","Pinares (sud-)mediterráneos de pinos negros endémicos (*)","Bosques del piso montano-mediterráneo, a menudo ocupando sustratos ricos en magnesio (dolomías y serpentinas), hacia los que la mayoría de las subespecies del grupo Pinus nigra muestran una alta tolerancia, aunque también en sustratos calcáreos, margosos y metamórficos. A menudo constituyen bosques densos de estructura cerrada. Subtipos: 42.61 ¿ Bosques de Pinus nigra subsp. nigra de los Alpes orientales (Italia, Austria y Eslovenia) y de los Apeninos centrales, sobre sustratos dolomítico-calcáreos, 42.62 ¿ Bosques de Pinus nigra subsp. nigra de los Balcanes occidentales (Alpes Dinámicos, Pelagónidas) sobre sustratos serpentínicos y dolomítico-calcáreos, Bosques de Pinus nigra subsp. dalmatica sobre sustratos dolomítico-calcáreos de la costa e islas Dálmatas, 42.63 ¿ Bosques de Pinus nigra subsp. salzmannii sobre sustratos dolomíticos, calcáreos y margosos de las montañas orientales de España (Pirineos centrales y orientales, Sistema Ibérico ¿Puertos de Beceite, Maestrazgo, sierra de Gúdar, Peñagolosa, sierra de Javalambre, serranía de Cuenca y Montes Universales¿, Sierras Béticas ¿Alcaraz, Cazorla, Segura, Las Viñas, Mágina, Sierra Nevada, Baza, Filabres, Maria, Tejeda y Almijara), sobre sustratos metamórficos del Sistema Central español (Gredos y Guadarrama) y sobre sustratos dolomítico-calcáreos del Languedoc francés (Cevennes, Pirineos orientales). 42.64 ¿ Bosques de Pinus nigra subsp. laricio de las montañas de Córcega (1.000 a 1.800 m) sobre sustratos graníticos. 42.65 ¿ Bosques de Pinus nigra subsp. laricio var. calabrica de las montañas del sur de Italia: La Sila (Sila Greca, Sila Grande, Sila Piccola), el Aspromonte y el Etna sobre sustratos metamórficos y volcánicos. 42.66 ¿ Bosques de Pinus nigra subsp. pallasiana sobre sustratos serpentínicos y dolomítico-calcáreos de las montañas de Grecia, Albania, Macedonia, Bulgaria, Chipre y Turquía.","0"
"9540","Pinares mediterráneos de pinos mesogeanos endémicos","Pinares mediterráneos y termo-atlánticos de pinos termófilos, que aparecen principalmente como etapas paraclimácicas o de sustitución de los bosques de Quercetalia ilicis o Ceratonio-Rhamnetalia. También se incluyen las plantaciones antiguas de estos pinos dentro de su área natural de distribución, y con un sotobosque básicamente similares al de las formaciones paraclimácicas. Subtipos: 42.81 ¿ Pinares de pino marítimo. Pinares y plantaciones de Pinus pinaster ssp. atlantica del suroeste de Francia y del oeste de la Península Ibérica. 42.82 ¿ Pinares de pinos mesogeanos. Pinares de Pinus pinaster ssp. pinaster (=Pinus mesogeensis) del Mediterráneo occidental, principalmente en estaciones silíceas meso-mediterráneas y supramediterráneas de España, Córcega, el sureste de Francia, el noroeste de Italia, Cerdeña y Pantelleria. 42.821 ¿ Pinares ibéricos de pino mesogeano. Pinares de Pinus pinaster de la Peninsula Ibérica que aparecen principalmente sustituyendo a bosques de Quercus rotundifolia, Q. pirenaica y, localmente, Q. suber y Q. faginea. 42.83 ¿ Pinares de pino piñonero. Pinares y plantaciones antiguas naturalizadas mediterráneas de Pinus pinea. Las repoblaciones antiguas hacen difícil la distinción entre pinares espontáneos y formaciones de origen artificial establecidas hace mucho tiempo. Por tanto, éstas últimas se incluyen, mientras que las repoblaciones recientes no estarían incluidas. 42.831 ¿ Pinares Ibéricos de pino piñonero. Pinares de Pinus pinea de la Peninsula Ibérica, donde alcanzan su mayor desarrollo. 42.832 ¿ Pinares de pino piñonero de Baleares. Formaciones de Pinus pinea de las Islas Baleares, nativos únicamente en Ibiza y Formentera. 42.833 ¿ Pinares de pino piñonero de la Provenza. Formaciones de Pinus pinea de la Provenza, posiblemente espontáneas en las arenas costeras y en el área de Maures. 42.834 ¿ Pinares de pino piñonero de Córcega. Formaciones de Pinus pinea del litoral de Córcega, algunas de las cuales pueden ser de origen natural, en particular en dunas antiguas de la costa este. 42.835 ¿ Pinares de pino piñonero de Cerdeña. Formaciones de Pinus pinea de Cerdeña. 42.836 ¿ Pinares de pino piñonero de Sicilia. Formaciones de Pinus pinea de Monti Peloritani, noroeste de Sicilia, probablemente de origen nativo. 42.837 ¿ Pinares de pino piñonero de la Italia Peninsular. Plantaciones extensas y antiguas de Pinus pinea de las costas de Tyrenia y, localmente, de las costas adriáticas de la península italiana, en Liguria, Toscana, Latium, Campania, Emilia-Romana (Ravenna) y Friuli-Venetia Giulia (Grado). 42.838 ¿ Pinares de pino piñonero de Grecia. Pinares de Pinus pinea de las colinas litorales y costeras de las islas de Peloponeso, Calcídica, Creta y Aegea, probablemente espontáneas en parte; existe un ejemplo espléndido en Skiathos. 42.84 ¿ Pinares de pino carrasco. Pinares de Pinus halepensis, un colonizador habitual de matorrales calcícolas termo y mesomediterráneos. Habitualmente es difícil distinguir los pinares espontáneos de las repoblaciones antiguas. Por tanto, éstas últimas se incluyen, mientras que las repoblaciones recientes no estarían incluidas. 42.841 ¿ Pinares ibéricos de pino carrasco. Pinares de Pinus halepensis de España, considerados nativos en al menos dos tercios de su extensa área de distribución; básicamente se encuentran restringidos a las regiones orientales de las laderas mediterráneas de las montañas de Cataluña, el Maestrazgo, la Cordillera Prebética de la cuenca alta del Guadalquivir y las montañas del sur de Andalucía; penetran más hacia el interior en la cuenca del Ebro y alrededor de las cabeceras del Tajo y del Guadalquivir. 42.842 ¿ Pinares de pino carrasco de Baleares. Formaciones de Pinus halepensis de las Baleares, probablemente nativas en las islas más grandes.","140.122.200"
"9550","Pinares endémicos canarios","Bosques silicícolas del Mediterráneo occidental dominados por Quercus suber, normalmente más termófilos e hidrófilos que 45.3 (encinares) al menos a escala local. Bosques del pino endémico de Canarias (Pinus canariensis) que pueblan el piso montano entre los 800 y los 2.000 m de altitud, aunque localmente pueden bajar hasta 500 y subir hasta 2.300 m, en Tenerife, La Palma, Gran Canaria, El Hierro y La Gomera (aunque en esta isla sólo de forma muy puntual). En este bosque participan especies vegetales como Chamaecytisus proliferus, Adenocarpus foliolosus, Cistus symphytifolius, Lotus campylocladus, L. hillebrandii, L. spartioides, Daphne gnidium, Juniperus cedrus, Micromeria spp. Estos bosques, de los cuales apenas quedan ejemplos bien conservados, son el hábitat exclusivo de las aves Fringilla teydea, Dendrocopos major canariensis y D. m. thanneri. Subtipos: 42.91 Bosques típicos de pinar canario Bosques climácicos de Pinus canariensis dentro de su área principal de distribución, con un sotobosque caracterizado, y habitualmente dominado, por Cistus symphytifolius, e incluyendo, Chamaecytisus proliferus, Lotus campylocladus, L. hillebrandii, L. spartioides, (especies vicariantes de Lotus en Tenerife, La Palma y Gran Canaria, respectivamente), Juniperus cedrus, Bystropogon origanifolius y Argyranthemum adauctum. 42.92 Bosques de pinar canario con matorrales secos (Pinar seco) Formaciones de las vertientes secas orientadas al sur de las franjas más inferiores del cinturón de Pinus canariensis, de transición a las formaciones de Juniperus y sus matorrales de degradación, con un sotobosque habitualmente formado por Cistus monspeliensis, Euphorbia obtusifolia ssp. regis-jubae, Salvia canariensis, Micromeria hyssopifolia, Echium aculeatum. 42.93 Bosques de pinar mixto (Pinar húmedo) Formaciones de las vertientes húmedas, ligadas al mar de nubes, expuestas al Norte y Noreste con abundancia de Erica arborea y Myrica faya, y presencia ocasional de Ilex canariensis e Arbutus canariensis, con grandes alfombras de musgos, en particular de Hypnum cupressiforme. Esta formación es el hábitat principal de Regulus teneriffae. 42.94 Pinar canario con sotobosque de matorral de cumbre (Pinar de cumbre) Formaciones ubicadas en las cotas más elevadas del cinturón de Pinus canariensis, invadidas por las especies del piso supra-canario, en particular de Adenocarpus viscosus. 42.95 Pinar canario con Juniperus (Junipero cedri-Pinetum canariensis) Formaciones de Pinus canariensis y Juniperus cedrus en vertientes rocosas inclinadas de las cotas más elevadas de Tenerife y La Palma.","0"
"9560","Bosques endémicos de Juniperus spp. (*)","Bosques de altitud media dominados por Juniperus spp. arbóreos. Los matorrales arborescentes (32.13 y 31.3) no se incluyen en este tipo de hábitat. Subtipos: 42.A2 ¿ Bosques de sabina albar (Juniperon thuriferae). Bosques dominados por Juniperus thurifera en España, ubicados sobre sustratos calcáreos en los niveles supramediterráneos del rango ibérico y las mesetas vecinas, a menudo con Pinus sylvestris, P. salzmannii, Juniperus hemisphaerica y Berberis hispanica, en enclaves de la periferia y en la Sierra de Guadarrama, sobre depósitos calcáreos y en algunos silíceos, y en zonas rocosas, cálidas y secas, de las vertientes sur de la Cordillera Cantábrica, entre los ríos Pisuerga y Luna, junto con Juniperus nana, J. sabina, Berberis vulgaris ssp. cantabrica, Rhamnus alpinus, Viburnum lantana. Suelos de yesos en la depresión del Ebro, con Rhamnus lycioides. Suelos arcillosos del Campo de Montiel, Sierra Taibilla. En el sur de Francia (Montagne de Rie): sobre laderas calcáreas supramediterráneas cálidas. En el sur este de los Alpes, en Drôme, Hautes-Alpes y Alpes-de-Haute-Provence, entre 700 y 1.200 metros, sobre laderas calcáreas supramediterráneas cálidas del valle de Isère, en los Alpes occidentales, entre 300 y 500 metros, valles en el interior de Córcega ¿Pinnera, Rudda, Pruniccia¿ en ocasiones en masas mixtas con Pinus laricio. 42.A3 ¿ Bosques de Juniperus excelsa (Juniperetum excelsae). Formaciones boscosas dominadas por Juniperus excelsa, de la zona Ostryo-Carpinion de las montañas del norte de Grecia (hasta 900-1.000 m, alrededor del lago Prespa). 42.A4 ¿ Bosques de Juniperus foetidissima. Bosques dominados por Juniperus foetidissima en zonas del nivel supramediterráneo griego. 42.A5 ¿ Bosques de Juniperus drupacea. Bosques de Juniperus drupacea en las laderas norte del Monte Parnon, Grecia. 42.A8 ¿ Bosques macaronésicos de Juniperus cedrus. Formaciones boscosas de altitud de Juniperus cedrus en Tenerife, La Palma, Gomera, Gran Canaria, restringidas a grandes pendientes rocosas. Formaciones de Juniperus phoenicea en Tenerife, La Palma, El Hierro, Gran Canaria, La Gomera (Maytenio-Juniperion phoeniceae p.). Formaciones endémicas de Juniperus brevifolia de las Azores (Juniperion brevifoliae p.).","0"
"9570","Bosques de Tetraclinis articulata (*)","Bosquetes xerotermófilos de Araar o sabina mora (Tetraclinis articulata), Periplocion angustifoliae: Arisaro-Tetraclinetum articulatae, Maytenus-Periplocetum angustifoliae. Los matorrales formados por T.articulata o con presencia del mismo deben ser considerados parte de este tipo de hábitat.","0"
"9580","Bosques mediterráneos de Taxus baccata (*)","Bosques dominados por Taxus baccata, a menudo con Ilex aquifolium, de presencia muy local. Este tipo de hábitat puede tener dos orígenes: fase senescente de hayedos o hayedo-abetales, compuestos de grupos de Taxus después de la caída de las especies altas, rodeados de bosques estratificados de haya-tejo, bosques residuales de tejos con desaparición de las especies altas, tanto bajo Taxus como en su proximidad.","62.000.000"
